http://twitter.com/pouvraire/statuses/697803662270267392	screams @ deutsche bahn . __d__	true	negative	Allgemein:negative 	
http://www.vorsprung-online.de/tennis.html?a\_id=81608&layout=edit&view=form	eine studienfahrt per bahn nach mainz unternahmen ... __d__	true	negative	Allgemein:negative 	
http://www.android-hilfe.de/8944833-post1.html	__d__	true	negative	Allgemein:negative 	
http://finanzschau.com/grube-eisenbahn-in-deutschland-muss-unser-schwerpunkt-sein/	: eisenbahn in deutschland muss unser schwerpunkt sein grube : eisenbahn in deutschland muss unser schwerpunkt sein 08 /04/2016 berlin ( awp international ) – nach jahren des wachstums im ausland legt die deutsche bahn ihr augenmerk stärker auf den … __d__	true	negative	Allgemein:negative 	
http://twitter.com/AndreasKlingler/statuses/673122093765165056	rekord : -30 minuten bei fahrt mt fernbus . bei der bahn systembedingt nicht möglich ; da wäre das vorzeichen eher umgedreht . __d__	true	negative	Allgemein:negative 	
http://www.primaso.de/wuerzburgnstadt/aktuelles/nikolauszug-nach-bamberg-d8919.html	nach bamberg würzburg : würzburg hauptbahnhof | am 1. adventssonntag , 29 . dezember 2015 ist das eisenbahnmuseum würzburg mit dem bei kindern und familien beliebten nikolaus-zug unterwegs nach bamberg . glühwein - und lebkuchenduft liegt in der luft sowie weihnachtl __d__	true	negative	Allgemein:negative 	
http://twitter.com/aleiola/statuses/638789353670582272	es draußen 14 grad sind braucht man keine klimaanlage @ deutsche bahn __d__	true	negative	Atmosphäre:negative 	
http://www.facebook.com/152033178165965/posts/845670965468846?comment_id=846173598751916#152033178165965_845670965468846_846173598751916	: db bahn ok , danke für die schnelle antwort . :) dass ich nicht mehr zuggebunden bin und dann auch in den tgv steigen kann ( innerhalb deutschlands ), auch wenn ich per sparpreis ( ic und rb ) gebucht habe steht noch oder ? das war nämlich eure antwort auf katharina theresa post vor streikende ... __d__	true	negative	Service_und_Kundenbetreuung:negative  Allgemein:negative 	
http://www.facebook.com/183281285019563/posts/1288920497788964?comment\_id=1289003377780676#183281285019563\_1288920497788964\_1289003377780676	: black work pirates jo ... dann muss jede firma eine eigene gleißstrecke haben ... sehr realitätsnah ... zudem werden viele lkw´s heute per bahn transportiert . nennt sich dann pickuptransport . außerdem ist die wirtschaft und der konsum so extrem gestiegen , das man die damalige zeit nicht als vergleichsgrundlage nehmen kann . alles was mit bahn befördert werden kann , wird auch mit der bahn befördert . __d__	true	negative	Allgemein:negative 	
http://www.facebook.com/112906815414721/posts/982329111805816?comment\_id=982404325131628#112906815414721\_982329111805816\_982404325131628	: landesschau aktuell rheinland-pfalz sehr unangenehmer bahnübergang . bin ich 2 jahre drüber gefahren .... immer mit einem unguten gefühl im bauch . schön das kein mensch zu schaden gekommen ist . vielleicht reagiert die bahn nun mal endlich im sinne der sicherheit ! __d__	true	negative		
http://twitter.com/DB8GM/statuses/639748274958794753	fahrt ihr umsonst mit der deutschen # bahn ; -) http://t.co/ybagwgyoi9 __d__	true	negative	Allgemein:negative 	
http://twitter.com/nessiehoaxer/statuses/697668322138198017	ich möchte sie noch auf unseren gastronomischen service hinweisen . das bordrestaurant bleibt bis auf weiteres geschlossen ."" #bahn " __d__	true	negative	Allgemein:negative 	
http://www.ice-treff.de/index.php?id=367307	die bahn nicht auch einen gesellschaftlichen auftrag ? hat die bahn nicht auch einen gesellschaftlichen auftrag ? numi , montag , 03 . august 2015 , 18:55 ( vor 1 minuten ) ich sehe das genauso wie du . die bundesregierung scheint da allerdings anderer meinung zu sein . die db ist ein wirtschaftsunternehmen . so möchte es der bund und so setzt die db es auch um . auch die linken haben nicht mehr geld als die anderen regierungen vor ihr . gerade auch im hinblick auf die kommende schuldenbremse . sicherlich wird die neue thüringer landesregierung mehr versuchen etwas für den bahnverkehr zu tun als es beispielsweise eine cdu regierung machen würde . nur viel spielraum hat sie leider auch nicht . ich würde mir also nicht zu große hoffnungen machen . __d__	true	negative	Allgemein:negative 	
http://twitter.com/sebi\_runs/statuses/715525745624350720	sagt heute das die bahnstrecke zwischen kassel und hamburg ab 23.4 . komplett gesperrt ist , gut das der hh-marathon vorher ist ; -) __d__	true	negative	Sonstige_Unregelmässigkeiten:negative 	
https://katana17.wordpress.com/2015/08/03/henry-ford-teil-6-die-eigentliche-produktion-beginnt/	__d__	true	negative	Allgemein:negative 	
http://twitter.com/mwde/statuses/608632535346761728	lokster-challenge - graffiti-reinigung im db regio-werk berlin-lichtenberg https://t.co/odoapzytxy __d__	true	negative	Allgemein:negative 	
http://twitter.com/mytrains1/statuses/628750393057525760	3069 rhb rhatische bahn passenger car lehman gross bahn never used http://t.co/jhrzuw2kez #trains #lgb __d__	true	negative		
https://www.instagram.com/p/BBpAcz-GFgJ/#1182555787383822358	: unsereoebb @vbstrb das stimmt , bis 04.02 war das der „ 175 jahre bahn für österreich railjet “ und ab dann der „ ski-wm railjet “. der ski austria railjet schaut wieder anders aus , ist aber auch im lokfinder zu finden __d__	true	negative		
http://twitter.com/Erdaepfelbro/statuses/693757020969762816	@krokodilgemuese : ganz ernsthaft . das ist nicht nur für einen „ kundenservice “ unterste schublade und zutiefst ekelhaft . @db_bahn https :/… __d__	true	negative	Service_und_Kundenbetreuung:negative 	
http://twitter.com/missIMPULSIV\_/statuses/608164177346215936	rt @laraloveslife_ : habe gerade den satz im kopf "" mannnnn ... jetzt fährt da auch noch diese scheiß bahn ."" @missimpulsiv_ ���" __d__	true	negative	Allgemein:negative 	
http://www.facebook.com/114360055263804/posts/978285822204552?comment\_id=978668682166266#114360055263804\_978285822204552\_978668682166266	: lvz-online die bahn ist selber schuld ;) __d__	true	negative	Allgemein:negative 	
http://twitter.com/Caro\_Chibi/statuses/649123423751438336	hoffe mal dass die bahn wenigstens pünktlich kommt . urgh . __d__	true	negative	Zugfahrt:negative 	
http://www.facebook.com/659361260850654/posts/875196685933776?comment\_id=876137782506333#659361260850654\_875196685933776\_876137782506333	: eifelpendler und der nvr - aussage stimme ich zu . bei der s 7 haben die den spätverkehr ab 21 uhr zwischen remscheid und wuppertal 2013 reduziert auf einen stundentakt . wenn also die spätschicht endet , hat sich für viele die heimfahrt verlängert , die leute fahren wieder auto . trotzdem sitzen in jedem zug , der in remscheid lennep endet auch 2 jahre nach angebotsreduzierung leute , die weiter richtung wuppertal fahren wollen . eine s - bahn zwischen zwei großstädten vor mitternacht im stundentakt sollte ein tabu sein ! __d__	true	negative	Allgemein:negative 	
http://www.hersfelder-zeitung.de/panorama/zugunglueck-aibling-elftes-todesopfer-schwierige-bergung-zr-6117203.html	bei bad aibling : elftes todesopfer - schwierige bergung - zusammenfassung tag drei danach | panorama bad aibling - die bergung der trümmer ist heikel , die fachleute lassen vorsicht walten . auch die ermittler gehen auf der suche nach der ursache mit sorgfalt vor - ergebnisse werden noch nicht bekannt . ein weiterer mensch ist nach dem verheerenden zu __d__	true	negative		
http://twitter.com/schokozwergin/statuses/687354689051049984	in der bahn sitzt ein rocker mit kutte , der ganz verzückt einen lego-starwars-katalog durch blättert . __d__	true	negative	Allgemein:negative 	
http://www.facebook.com/152033178165965/posts/844961638873112#152033178165965\_844961638873112	: matthias müller wir sind gerade in usa und haben am 23.5 . im anschluss an unseren flug ein ticket von düsseldorf nach nürnberg mit dem ice 725 um 16:21 h gebucht . was können wir im vorfeld tun ? wann wissen wir spätestens ob unser zug fährt ? könnten wir im vorfeld kostenfrei stornieren ? __d__	true	negative	Allgemein:negative 	
http://twitter.com/LTLF0X/statuses/715623949741244422	gruselig zu wissen wo genau die bahn gerade fährt . #lasttweet #vbb __d__	true	negative	Allgemein:negative 	
http://www.facebook.com/189225374450/posts/10153488456794451#189225374450\_10153488456794451	ic-züge sollen auch zwischen regensburg und hof fahren – ab dezember 2022 ! " ic-züge sollen auch zwischen regensburg und hof fahren – ab dezember 2022 ! die ankündigung der db im magazin "" regio-aktuell "", auf der strecke zwischen regensburg und hof ic-züge einzusetzen , hat der konzernbeauftragte der db für bayern , klaus-dieter josel , in einer mitteilung an den landtagsabgeordneten reinhold strobl ( spd ) nochmals bestätigt ." __d__	true	negative	Allgemein:negative 	
http://www.infranken.de/regional/lichtenfels/B-173-bei-Redwitz-ein-Jahr-komplett-gesperrt\;art220,1175476	173 bei redwitz ein jahr komplett gesperrt ", um damit die flächen wieder auszugleichen . "" wir stellen den ursprüngliche zustand entlang der bahn wieder her "", versicherte thiele . landwirte könnten dann die umfahrung benutzen , um auf ihre felder zu gelangen . die " __d__	true	negative	Sonstige_Unregelmässigkeiten:negative 	
http://twitter.com/nykonews/statuses/600865534666809344	: fünf wege , um den streit zwischen gdl und der bahn zu beenden http://t.co/k1nvih24wb __d__	true	negative		
http://www.fachinformatiker.de/fi-de-treffen/161114-fi-de-bayern-16.html#post1467344	: fi.de bayern toll , weil mit auto bräuchte ich gute 5 h ( fahr nicht mehr mit der bahn ) __d__	true	negative	Allgemein:negative 	
http://tricia-danby.blogspot.com/2016/01/noch-ein-wenig-gschwatzt.html	ein wenig gschwätzt ... " noch ein wenig gschwätzt ... gestern hat mich der weg wieder nach hause gebracht - die unvorhergesehenen tage im schwarzwald sind somit zu ende und der alltag hat mich wieder . die zeit mit den hundies und der familie hab ich - trotz dem traurigen anlass - genossen ( wenn mir auch ab und an was langweilig war ). da mir meine häkelwolle in weiß ausging - hatte ich irgendwann das häkeln sein lassen und dann was tun . irgendwie war es recht ruhig gewesen die tage .... die lösung gegen die langeweile brachte das ausmalbuch für erwachsene , welches mama rumliegen hatte . zunächst hab ich mir die eule vorgenommen und dabei dachte ich immer an athena ... das malen hatte wirklich spass gemacht und ich hatte freude am schattieren und licht reinbringen in die farbe . ganz harmonisch , mit viel licht , wärme und strukturiertheit ist die eule geworden - vielleicht kann athena ja damit was anfangen ;) als die eule fertig war hab ich mich dem stier zugewand und der steht für die elemente . eigentlich wollte ich ihn nur feurig malen - aber dann merkte ich , dass er die balance von allen elementen will . aus dem grund heißt er bei mir einfach nur der "" elemente stier "". die balance aus feuer , erde , wasser und luft ... harmonie des ganzen mit einer portion schmackes , um das zu erreichen , was man sich in den kopf gesetzt hat . da fällt mir auch mein vorhaben wieder ein ... mich nämlich mit den runen zu beschäftigen . vielleicht schaue ich mal gleich was mit die januarlegungen gesagt haben für diesen monat und dann gibt es dazu ggf noch einen beitrag . aber jetzt noch weiter im kleinen schwarzwald-rückblick . mama hatte am montag geburtstag und da ich eh unten war hab ich es extra dann so gelegt , dass ich natürlich auch zum geburtstag blieb . hat schon was für sich , wenn man nicht mehr arbeiten gehen muss . die rosen sind von mir - und sie haben so eine wunderschöne pastelltönung - die musste ich einfach kaufen . der tag war recht gemütlich und zum kaffee kam auch nur familie . meine schwägerin hatte einen pumpkin-pie gemacht ( das im vordergrund ). sehr lecker war der kuchen gewesen . nicht so süß und wie sagten meine tanten - "" was ganz gesundes "". ich mochte ihn sehr . am abend hab ich dann gekocht und mit geburtstagskind , meinem cousin und bruder mit frau waren wir in kleiner familiärer runde zum essen . gestern morgen wurde ich noch belohnt mit schnee ! recht naß zwar und ich dachte auch noch - ob der lieben bleibt ? denn am tag zuvor hatten wir auch was schnee gehabt - dann kam aber der regen . heute morgen jedoch meinte meine mutter , dass sie geschippt hatte und das bild danach zeigte noch ein wenig mehr schnee . nach dem frühstück ging es gestern dann in richtung bahnhof - noch ein letztes bild und wir fuhren zum zug . im tal lag kein schnee ( war ja klar ). die zugfahrt war recht ereignislos . alles pünktlich - züge recht leer - war ja auch dienstag und die feiertag und ferien rum . dennoch bin ich jedes mal dankbar für meine sitzplatzreservierungen . da muss ich mich nicht mehr stressen und schauen , ob noch irgendwo was frei ist . entspannenderes fahren . das ist mir die paar euro einfach wert . wenn mir was erleichtert wird für einen annehmbaren geldbetrag - dann mach ich das auch mittlerweile . meine nerven sind mir da mehr wert . ein wenig gehäkelt hab ich noch bei der zugfahrt und dank ice war die fahrt auch schneller rum . vom zug aus den dom erwischt ... unscharf aber egal . ich freu mich jedes mal wie ein schneekönig ( oder sollte ich political correctness walten lassen und schneekönigin sagen ?!) ... egal - ich freu mich ... denn der dom -""guck"" wie ich es immer nennen heißt "" zuhause "". mir geht dann immer das herz auf und das war schon immer so - seit ich den dom das erste mal gesehen hab ... und damals wohnte ich hier noch nicht . am hbf war viel polizeipräsenz zu sehen - zumindest sind sie mir an der s-bahn haltestelle aufgefallen . ich bin grundsätzlich ja nie froh , wenn ich mich an einem ort aufhalten muss , wo viele menschen geknubbelt sind - drum war mein gefühl am hbf dieses mal nicht anders als sonst . auf der fahrt in schwarzwald runter war es allerdings noch gemischt mit der mulmigkeit und ich ertappte mich , dass ich männer bewusster mit dem blick taxiert hab und abgeschätzt habe ... das hat mich selber maßlos geärgert . naja ... wie schon erwähnt - möchte ich hier nicht unbedingt politisch werden . aus dem grund ... ein bild vom kackimann - gestern auf dem sofa , wo wir alle den abend verbrachten mit zig folgen fringe gucken und noch einigen fassungslos-fasziniert - belustigt-geschockten minuten auf astro tv brigitte heydemann anstarren . kennt ihr sie ? nein ? habt ihr was verpasst ! somit - bin ich wieder zuhause ! und da ich eine schnelle internetverbindung habe und heute eher schlumpftag ist ... gibt es gleich noch was gebloggt ." __d__	true	negative	Allgemein:negative 	
http://www.facebook.com/45360718868/posts/10153042435193869?comment\_id=10153042471438869#45360718868\_10153042435193869\_10153042471438869	: netmoms das problem viele erwachsene haben vergessen das sie selber mal kinder waren ! wie oft bekomme ich mit wenn ich z. b bahn fahre und mein knapp 1 jahr alter sohn lauthals lacht oder brabbelt und die leute ( nicht alle ) aber viele genervt gucken oder hmpf machen aussteigen und in ein anderes abteil gehen . ich wurde auch schon gefragt ob mein sohn nicht etwas leiser sein kamm ehm hallo ? dabei gibt es auf der welt nichts schöneres als glückliche kinder viel zu viele kinder sind leider unglücklich deshalb kann ich sowas nicht verstehen ! __d__	true	negative	Allgemein:negative 	
http://www.firmenpresse.de/pressinfo1220872/interview-mit-thrillerautorin-anna-martens.html	mit thrillerautorin anna martens | literatur interview mit thrillerautorin anna martens im interview mit leserkanone.de sprach autorin anna martens über ihr buch , ihre eigensinnige ermittlerin und deren kompagnon sowie über ihre eigenen büchervorlieben ( firmenpresse ) - der midnight-verlag , ei __d__	true	negative		
http://twitter.com/Eintoenig\_/statuses/666957117828571137	@nichtray höhö . muss natürlich dazusagen , dass ich gerade selbst bahn fahre ^^ __d__	true	negative	Allgemein:negative 	
http://www.facebook.com/152033178165965/posts/855996357769640?comment\_id=856036027765673#152033178165965\_855996357769640\_856036027765673	: db bahn liebes db team , ich hatte die gleiche frage - warum ein ticket in der app nur bis 3 min vor abfahrt gebucht werden kann . ich benötige definitiv weniger als 3 minuten für den buchungsprozess . wie steht es denn um den trick , das ticket ( ohne zugbindung , normalpreis !) für eine spätere verbindung zu kaufen und dann in den früheren zug einzusteigen ? darf man das machen ? __d__	true	negative	Allgemein:negative 	
http://twitter.com/mmueller/statuses/618738066321199105	aber auch mal ein großes lob , der service ihres mitarbeiters herrn grecit in der db lounge in #hamburg ist erstklassig ! __d__	true	negative	Service_und_Kundenbetreuung:negative  Allgemein:negative 	
http://www.buechereule.de/wbb2/thread.php?threadid=84567#1	: geliebte dampflok - karl-ernst maedel wie eine lawine kam die lokomotive über die staunende menschheit , und wir machen uns heute keinen begriff mehr , wie überwältigend damals die aufkommende technik und besonders die eisenbahn auf den menschen gewirkt hat . ( seite 39 ) 166 seiten , 147 fotos und abbildungen , gebunden verlag : franck-kosmos verlags gmbh , stuttgart , neuauflage 1999 ( erstauflage 1960 ) isbn-10 : 3 -440-07935-x isbn-13 : 978 -3-440-07935-5 zum inhalt ( quelle : eigene angabe ) ein techniker sagte mal : „ die dampflokomotive ist die gewaltigste maschine , die der mensch je erdacht hat . “ ( s. 140 ) vielleicht übte sie daher von anfang an solch eine faszination auf die menschen aus ? karl-ernst maedel erzählt hier in diesem schon klassisch gewordenen buch von den anfängen der dampflok bis hin zu ihrem bei erscheinen der erstauflage bereits absehbaren ende . er verbindet technisches wissen mit einer erzählkunst , wie sie heute selten geworden ist . und so werden sie noch einmal lebendig : die männer und die maschinen , die die welt veränderten wie kaum etwas anderes zuvor . über den autor karl-ernst maedel wurde 1919 in halle/saale geboren . kriegsbedingt mußte er sein maschinenbaustudium abbrechen . 1955 floh er mit seiner familie aus der ddr in die bundesrepublik deutschland , wo er fürderhin als verwaltungsbeamter tätig war . bekannt wurde er durch zahlreiche veröffentlichungen zur eisenbahn , vornehmlich über dampfloks , die teilweise in etliche sprachen übersetzt wurden . 1962 gründete er die noch heute bestehende zeitschrift „ lok magazin “, deren herausgeber er bis 1971 blieb . etliche seiner bücher gelten längst als klassiker ihres genres . er verstarb am 5. juni 2004 in worms . informationen im internet : - - der eintrag in dumjahns autorenlexikon - - eine hommage und erinnerung an den autor auf wagnerpoint.de meine meinung ob 1960 , als die erste auflage dieses buches erschien , wohl jemand ahnte , daß das einmal zu den klassikern unter den eisenbahnbüchern zählen würde ? ich selbst war damals noch zu jung , um solche gedanken zu hegen oder mich überhaupt schon für die eisenbahn zu interessieren . obwohl , es muß just diese zeit sein , aus der meine allererste kindheitserinnerung stammt . in mainz bei bekannten stand der zweijährige junge am fenster und beobachtete einen vorbeifahrenden schnellzug , der in der erinnerung klein wie ein spielzeug ist , weil er auf der anderen rheinseite fuhr . später , einige jahre älter , war es dann unter anderem dieses buch , das ich mir wieder und wieder aus der stadtbücherei auslieh . obwohl zu der zeit die dampfloks noch fast täglich neben dem haus , in dem ich aufgewachsen bin , fuhren . - geliebte dampflok . es gibt wohl nur wenige technische erfindungen im laufe der menschheitsgeschichte , welche die welt so stark veränderten und gleichzeitig dermaßen emotionale reaktionen mit sich brachten wie die dampflok . bis zu ihrer erfindung war die schnellste möglichkeit zu reisen die geschwindigkeit des pferdes . zwar dauerte es noch einige zeit , bis dampfloks endgültig schneller wurden , aber schon stephenson hat im jahre 1830 eine geschwindigkeit von 58 km/h erreicht . maedel war ein begnadeter erzähler . in seinem unnachahmlichen melancholisch-wehmütigen schreibstil läßt er die geschichte der loks vor den augen des lesers erstehen , von den anfängen bis in die nachkriegszeit , da der traktionswandel mehr und mehr vonstatten ging . er berichtet von den ersten versuchen mit fahrenden dampfmaschinen , von den pionieren der eisenbahn und den erste zugfahrten - er läßt jene anfangszeiten lebendig werden wie kaum ein anderer . unvergeßlich sind aber sicherlich die kapitel „ wölfe vor block schwarzheide “ und vor allem „ lok 17 1179 fährt fernschnellzug “. in ersterem wird eine zugfahrt durch den schnee im januar 1875 erzählt , schnellzug - wie man heute sagen würde - berlin-königsberg . eine zeit , in der ausgehungerte wölfe dem lok - und bahnpersonal durchaus noch gefährlich werden konnten . in der zweiten geschichte , rund sechzig jahre später , im jahre 1936 , soll der autor im rahmen seines maschinenbaustudiums auf einer lok mitfahren , um die maschinen , die er konstruieren will , auch in der praxis kennenzulernen . wie es so geht , wird die planung über den haufen geworfen . der schnelltriebwagen „ fliegender kölner “ war wegen motorschaden ausgefallen , und nun sollte die alte preußische s 10.1 ( drg baureihe 17 ) diesen zug als wagenzug übernehmen . ( so etwa sah die lok aus .) ein zuglauf , der mit durchschnittlich rund 131 km/h nach fahrplan berechnet , normalerweise von einem triebwagen gefahren , der auf 160 km/h zugelassen , gezogen von einer lok , die auf 120 km/h zugelassen war . ich will gar nicht erst versuchen , maedels bericht hier wiederzugeben . es ist eine reportage , so bildhaft geschrieben , daß man den schlag der lok hört , regen und kälte spürt und am ende nicht sicher ist , ob einem nicht doch die knochen von der durchschüttelei als passagier auf einer lok , deren führerstand nur für zwei personen ausgelegt ist , weh tun . kurz , man hat das gefühl , selbst dabei gewesen zu sein und ist hinterher genauso erschöpft wie der berichterstatter es damals war . mit der heutigen bahn weiß ich nicht viel anzufangen . es lohnt sich wohl auch nicht . ( karl ernst maedel im jahre 2000 ; quelle ). trotz dieser ansicht , die mir irgendwie sehr vertraut ist , kommt an manchen stellen der techniker durch , der weiß , daß der fortschritt nicht aufzuhalten ist , wenngleich zur zeit , da das buch geschrieben wurde , die „ moderne bahn “ noch weit entfernt war . was man auch daran erkennt , daß als energiespender der zukunft die atomkraft genannt wurde ( s. 139 ). es ist ein weiter weg , den maedel in seinem klassiker beschreibt . beinahe wie ein roman , so spannend und abenteuerlich . nur , daß der roman mit dem tod des helden endet . ( seite 132 ) das bild der abschiedszene , mit der der autor sein buch schließt , ist mir seit meiner jugend nicht mehr aus dem kopf gegangen . ich habe selbst einmal einen lokzug erlebt , mit dem eine diesellok die letzten aschaffenburger 65 er ( neubaudampflokomotiven der db ) zum verschrotten brachte . ich hatte die nur noch als zuschauer im betrieb erlebt . wie eingangs geschrieben , sind mit der dampflok oftmals emotionen verbunden , denn eine dampflok scheint zu leben ( eisenbahnfreunde würden hier vermutlich heftig der formulierung „ scheint “ widersprechen und sagen : sie lebt . punkt .). es ist ein ähnlicher zug , mit dem maedel sein buch beschließt . und dem mann , der diese lok , eine bayr . s 3 /6 , jahrelang gefahren hat . (...) als die s 3 /6 zum letzten male ihre mächtigen glieder regte und in ihrer ganzen stolzen lokomotivschönheit an uns vorbeirollte , da schaute der alte mann dem transport lange nach , selbst als von beiden nichts mehr zu sehen war . im vorübergehen sah ich , daß seine augen voller tränen standen . - geliebte dampflok . --- ( seite 140 ) kurzfassung in seinem klassisch gewordenen buch erzählt karl-ernst maedel in seiner unnachahmlichen art die geschichte der dampflok von den anfängen bis zu ihrem ende . . __________________unter den büchern finden wir wieder , was uns in der fremde entschwand , frieden im innern und frieden mit unserer umgebung . ( gustav freytag , 1816 - 1895 ) geliebte dampflok ( karl-ernst maedel ; franckh-kosmos verlag ) neu : >> jetzt bestellen bei amazon.de buchbewertung : 10.00 punkte , 1 stimmen __d__	true	negative	Allgemein:negative 	
http://presse-augsburg.de/presse/polizeibericht-augsburg-vom-20-08-2015/	augsburg vom 20.08.2015 polizeibericht augsburg vom 20.08.2015 handtaschenraub direkt vor haustüre innenstadt | gestern gegen 21.40 uhr , überraschte ein unbekannter täter eine 54 jährige frau in der schlossermauer auf der straße , als diese kurz vor ihrer haustüre ihren schlüssel aus der handtasche holen wollte . er griff von hinten nach ihrer handtasche und entriss ihr diese , obwohl die frau ihre handtasche noch geistesgegenwärtig festhalten konnte . der täter flüchtete daraufhin mit der tasche zunächst in unbekannte richtung . eine sofort durchgeführte fahndung mit mehreren eingesetzten polizeistreifen führte bisher nicht zur festnahme des täters . während den fahndungsmaßnahmen konnte in den straßen im sack , wämstlergäßchen und auf dem plätzchen der inhalt der handtasche und die handtasche selbst auf der straße verstreut aufgefunden werden . von dort aus verlor sich die spur des täters . das bargeld und das mobiltelefon der frau fehlten . • männlich • ca . 25 jahre alt • ca . 180 cm groß • schlank/hagere gestalt • bekleidet mit grauem kapuzenpulli es entstand diebstahlschaden im mittleren dreistelligen eurobereich . die frau blieb unverletzt . hinweise bitte an die kriminalpolizei augsburg unter tel . 0821 /323-3810. 1 2 3 aus der luft : „ projekt augsburg city hauptbahnhof “ für rund 143,5 millionen euro setzen die stadt augsburg , die stadtwerke augsburg und die deutsche bahn mit ihren töchtern db netz und db station&service in dem __d__	true	negative	Allgemein:negative 	
http://twitter.com/LNookum/statuses/638673933688963072	belasten güterverkehr auf der schiene : wegen der streiks bei der deutschen bahn sind im ersten hal ... http://t.co/kgreyoeqy8 __d__	true	negative	Allgemein:negative 	
http://www.motor-talk.de/forum/motorradfahrer-was-stimmt-nicht-mit-euch-t5687704.html#post47078291	- was stimmt nicht mit euch ??? .... ja komisch , wie oft musste ich hier schon , gerade von der riege der perfekten schnellfahrer , lesen wer im rückspiegel nicht korrekt die geschwindigkeit von anderen einschätzen kann , doch lieber mit buss und bahn zu fahren hat ..... ich habe immer gesagt man sollte den andern doch wenigstens die chance lassen zu überholen ... __d__	true	negative	Allgemein:negative 	
http://www.kreiszeitung.de/lokales/oldenburg/ganderkesee-bahnverkehr-zwischen-bremen-oldenburg-nach-unfall-eingeschraenkt-5789855.html	- bahnverkehr zwischen bremen und oldenburg nach unfall eingeschränkt | landkreis oldenburg + © photoka.de eine nordwest-bahn ist am donnerstagvormittag an einem bahnübergang in ganderkesee mit einem lkw kollidiert . © photoka.de ganderkesee - nach dem unfall an einem bahnübergang im kreis oldenburg ist die zugstrecke zwischen oldenburg u __d__	true	negative	Allgemein:negative 	
http://twitter.com/cantarlo/statuses/608910289795444736	@laurastanke : gleich am stand der #knappschaft beim #hsk15 : eat & talk mit bettina am orde , direktorin der knappschaft-bahn-see : http ://… __d__	true	negative		
